asx_code,name,market_cap_aud,index_membership,asrs_group
RSM,Russell Investments Australian Semi-Government Bond ETF,61000000.0,ASX 300+,Group 3
GOAT,Vaneck Morningstar International Wide Moat ETF,60780000.0,ASX 300+,Group 3
IOV,Ion Video Ltd,60660000.0,ASX 300+,Group 3
SFIF,Seed Financial Income Fund Active ETF,60630000.0,ASX 300+,Group 3
CRI,Critica Ltd,60620000.0,ASX 300+,Group 3
EXP,Experience Co Ltd,60370000.0,ASX 300+,Group 3
PFG,Prime Financial Group Ltd,60320000.0,ASX 300+,Group 3
IFN,Infragreen Group Ltd,59460000.0,ASX 300+,Group 3
SHO,Sportshero Ltd,59180000.0,ASX 300+,Group 3
FFI,FFI Holdings Ltd,59100000.0,ASX 300+,Group 3
ATX,Amplia Therapeutics Ltd,59030000.0,ASX 300+,Group 3
LCY,Legacy Iron Ore Ltd,58570000.0,ASX 300+,Group 3
HAR,Haranga Resources Ltd,58090000.0,ASX 300+,Group 3
RZI,RAIZ Invest Ltd,57960000.0,ASX 300+,Group 3
BOT,Botanix Pharmaceuticals Ltd,57420000.0,ASX 300+,Group 3
GPEQ,Vaneck Global Listed Private Equity ETF,57110000.0,ASX 300+,Group 3
OZF,State Street SPDR S&P/ASX 200 Financials Ex A-REIT ETF,57110000.0,ASX 300+,Group 3
FMN,Famien Resources Ltd,57100000.0,ASX 300+,Group 3
AEG,Aland Equity Group Ltd,56920000.0,ASX 300+,Group 3
FEG,Far East Gold Ltd,56890000.0,ASX 300+,Group 3
MTC,Metalstech Ltd,56400000.0,ASX 300+,Group 3
FLN,Freelancer Ltd,56360000.0,ASX 300+,Group 3
FGR,First Graphene Ltd,56360000.0,ASX 300+,Group 3
USD,Betashares U.S. Dollar ETF,56010000.0,ASX 300+,Group 3
DBF,Duxton Farms Ltd,55710000.0,ASX 300+,Group 3
NGY,Nuenergy Gas Ltd,55650000.0,ASX 300+,Group 3
SWTZ,Switzer Dividend Growth Fund - Active ETF,55290000.0,ASX 300+,Group 3
KYP,Kinatico Ltd,54700000.0,ASX 300+,Group 3
14D,1414 Degrees Ltd,54650000.0,ASX 300+,Group 3
STM,Sunstone Metals Ltd,54530000.0,ASX 300+,Group 3
MAM,Microequities Asset Management Group Ltd,54410000.0,ASX 300+,Group 3
VMC,Venus Metals Corporation Ltd,54340000.0,ASX 300+,Group 3
PLY,Playside Studios Ltd,54180000.0,ASX 300+,Group 3
PGO,Pacgold Ltd,54110000.0,ASX 300+,Group 3
VR1,Vection Technologies Ltd,53900000.0,ASX 300+,Group 3
WWG,Wiseway Group Ltd,53370000.0,ASX 300+,Group 3
HGEN,Global X Hydrogen ETF,53310000.0,ASX 300+,Group 3
UBN,Urbanise.com Ltd,53270000.0,ASX 300+,Group 3
CZR,CZR Resources Ltd,52680000.0,ASX 300+,Group 3
GGBL,Betashares Wealthbuilder Global Geared Complex ETF,52600000.0,ASX 300+,Group 3
IRI,Integrated Research Ltd,52370000.0,ASX 300+,Group 3
ODY,Odyssey Gold Ltd,52270000.0,ASX 300+,Group 3
BLG,Bluglass Ltd,52250000.0,ASX 300+,Group 3
ENP,Entropy Neurodynamics Ltd,52220000.0,ASX 300+,Group 3
GTG,Genetic Technologies Ltd,52080000.0,ASX 300+,Group 3
TCF,360 Capital Mortgage REIT,52010000.0,ASX 300+,Group 3
ISLM,HEJAZ Equities Fund Active ETF,51940000.0,ASX 300+,Group 3
RDM,Red Metal Ltd,51930000.0,ASX 300+,Group 3
BPG,Black Pearl Group Ltd,51910000.0,ASX 300+,Group 3
FRM,Farm Pride Foods Ltd,51870000.0,ASX 300+,Group 3
NVU,Nanoveu Ltd,51860000.0,ASX 300+,Group 3
CKA,Cokal Ltd,51790000.0,ASX 300+,Group 3
CTE,Cryosite Ltd,51740000.0,ASX 300+,Group 3
MTH,Mithril Silver and Gold Ltd,51550000.0,ASX 300+,Group 3
SEN,Senetas Corporation Ltd,51390000.0,ASX 300+,Group 3
BOND,State Street SPDR S&P/ASX IBOXX Australian Bond ETF,50810000.0,ASX 300+,Group 3
SLVM,Global X Silver Miners ETF,50550000.0,ASX 300+,Group 3
AWJ,Auric Mining Ltd,50520000.0,ASX 300+,Group 3
SIO,Simonds Group Ltd,50390000.0,ASX 300+,Group 3
AW1,American West Metals Ltd,50380000.0,ASX 300+,Group 3
LSA,Lachlan Star Ltd,50160000.0,ASX 300+,Group 3
LMG,Latrobe Magnesium Ltd,50070000.0,ASX 300+,Group 3
CGUN,Claremont Global Fund Active ETF,49930000.0,ASX 300+,Unclassified
VTEK,Vanguard Global Technology INDEX ETF,49930000.0,ASX 300+,Unclassified
D3E,D3 Energy Ltd,49860000.0,ASX 300+,Unclassified
AVE,Avecho Biotechnology Ltd,49800000.0,ASX 300+,Unclassified
CCA,Change Financial Ltd,49710000.0,ASX 300+,Unclassified
WRLD,Betashares Managed Risk Global Shares Complex ETF,49450000.0,ASX 300+,Unclassified
L1HI,L1 Capital International (Hedged) Active ETF,49210000.0,ASX 300+,Unclassified
HLTH,Vaneck Global Healthcare Leaders ETF,49160000.0,ASX 300+,Unclassified
IHEB,iShares J.P. Morgan Usd Emerging Markets (Aud Hedged) ETF,49070000.0,ASX 300+,Unclassified
PXX,Polarx Ltd,49050000.0,ASX 300+,Unclassified
VNGS,Vaughan Nelson GLB Equity Smid Fund - Active ETF,48970000.0,ASX 300+,Unclassified
CTP,Central Petroleum Ltd,48930000.0,ASX 300+,Unclassified
XRG,Xreality Group Ltd,48890000.0,ASX 300+,Unclassified
DGGF,Betashares Ethical Diversified Growth ETF,48820000.0,ASX 300+,Unclassified
SHM,Shriro Holdings Ltd,48600000.0,ASX 300+,Unclassified
GCAP,Vaneck Bentham Global Capital Sec Active ETF,48500000.0,ASX 300+,Unclassified
AFA,Asf Group Ltd,48330000.0,ASX 300+,Unclassified
NUZ,Neurizon Therapeutics Ltd,48250000.0,ASX 300+,Unclassified
CC5,Clever Culture Systems Ltd,47950000.0,ASX 300+,Unclassified
VMT,Vmoto Ltd,47880000.0,ASX 300+,Unclassified
TZN,Terramin Australia Ltd,47750000.0,ASX 300+,Unclassified
AUZ,Australian Mines Ltd,47490000.0,ASX 300+,Unclassified
VBC,Verbrec Ltd,47450000.0,ASX 300+,Unclassified
CAE,Cannindah Resources Ltd,47250000.0,ASX 300+,Unclassified
NMR,Native Mineral Resources Holdings Ltd,47240000.0,ASX 300+,Unclassified
DN1,Dominion Income Trust 1,339860000.0,ASX 300+,Group 2
MEK,Meeka Metals Ltd,338780000.0,ASX 300+,Group 2
OMA,Omega Oil & Gas Ltd,334950000.0,ASX 300+,Group 2
IHCB,iShares Core Global Corporate Bond(Aud Hedged) ETF,334410000.0,ASX 300+,Group 2
ROBO,Global X Robo Global Robotics & Automation ETF,333850000.0,ASX 300+,Group 2
SPZ,Smart Parking Ltd,333710000.0,ASX 300+,Group 2
BLX,Beacon Lighting Group Ltd,331400000.0,ASX 300+,Group 2
MC2,Marimaca Copper Corp,330340000.0,ASX 300+,Group 2
RDV,Russell Investments High Dividend Australian Shares ETF,329040000.0,ASX 300+,Group 2
CEL,Challenger Gold Ltd,329030000.0,ASX 300+,Group 2
SMLL,Betashares Australian Small Companies Select ETF,328850000.0,ASX 300+,Group 2
GDI,GDI Property Group,326590000.0,ASX 300+,Group 2
MM8,Medallion Metals Ltd,326580000.0,ASX 300+,Group 2
URNM,Betashares Global Uranium ETF,326250000.0,ASX 300+,Group 2
PIA,Pengana International Equities Ltd,322220000.0,ASX 300+,Group 2
WMX,Wam Income Maximiser Ltd,320010000.0,ASX 300+,Group 2
RBTZ,Betashares Global Robotics and Artificial Intelligence ETF,315300000.0,ASX 300+,Group 2
PAC,Pacific Current Group Ltd,315300000.0,ASX 300+,Group 2
OZR,State Street SPDR S&P/ASX 200 Resources ETF,313580000.0,ASX 300+,Group 2
PAXX,Platinum Asia Fund Complex ETF,313560000.0,ASX 300+,Group 2
BENPI,Bendigo and Adelaide Bank Ltd,312750000.0,ASX 300+,Group 2
CTM,Centaurus Metals Ltd,311630000.0,ASX 300+,Group 2
GHHF,Betashares Wealthbuilder All GR Geared Complex ETF,311280000.0,ASX 300+,Group 2
PEB,Pacific Edge Ltd,310460000.0,ASX 300+,Group 2
3DA,Amaero Ltd,309830000.0,ASX 300+,Group 2
XALG,Alphinity Global Equity Fund - Active ETF,309180000.0,ASX 300+,Group 2
VLC,Vanguard MSCI Australian Large Companies INDEX ETF,306380000.0,ASX 300+,Group 2
DUG,DUG Technology Ltd,304860000.0,ASX 300+,Group 2
HCRD,Betashares Interest Rate Hedged Aus Corp Bond ETF,302670000.0,ASX 300+,Group 2
HJPN,Betashares Japan Currency Hedged ETF,300160000.0,ASX 300+,Group 2
OPPT,Magellan Global Opportunities Fund - Active ETF,299480000.0,ASX 300+,Group 3
CBE,Cobre Ltd,299200000.0,ASX 300+,Group 3
IACT,iShares U.S. Factor Rotation Active ETF,298860000.0,ASX 300+,Group 3
GRX,Greenx Metals Ltd,297320000.0,ASX 300+,Group 3
VDCO,Vanguard Diversified Conservative INDEX ETF,296410000.0,ASX 300+,Group 3
SPL,Starpharma Holdings Ltd,294650000.0,ASX 300+,Group 3
TBR,Tribune Resources Ltd,294350000.0,ASX 300+,Group 3
RHI,Red Hill Minerals Ltd,293530000.0,ASX 300+,Group 3
TGN,Tungsten Mining NL,293230000.0,ASX 300+,Group 3
UMAX,Betashares S&P 500 Yield Maximiser Complex ETF,290920000.0,ASX 300+,Group 3
FID,Fiducian Group Ltd,290420000.0,ASX 300+,Group 3
SXL,Southern Cross Media Group Ltd,287270000.0,ASX 300+,Group 3
WHI,Whitefield Income Ltd,286390000.0,ASX 300+,Group 3
EBND,Vaneck Emerging Income Opportunities Active ETF,285780000.0,ASX 300+,Group 3
PXR,Pacific Resources Ltd,3600000.0,ASX 300+,Unclassified
AXP,AXP Energy Ltd,3600000.0,ASX 300+,Unclassified
SBR,Sabre Resources Ltd,3590000.0,ASX 300+,Unclassified
EGA,Eastern Gas Corporation Ltd,3580000.0,ASX 300+,Unclassified
BBAB,Betashares Geared Short Aus GOV Bond Complex ETF,3530000.0,ASX 300+,Unclassified
CL8,CL8 Holdings Ltd,3490000.0,ASX 300+,Unclassified
KEY,KEY Petroleum Ltd,3460000.0,ASX 300+,Unclassified
T3MP,Jpmorgan Climate Change Solutions Active ETF,3460000.0,ASX 300+,Unclassified
29BB,Betashares 2029 Fixed Term Corp Bond Active ETF,3450000.0,ASX 300+,Unclassified
GLH,Global Health Ltd,3410000.0,ASX 300+,Unclassified
NRZ,Neurizer Ltd,3400000.0,ASX 300+,Unclassified
TEG,Triangle Energy (Global) Ltd,3330000.0,ASX 300+,Unclassified
EXL,Elixinol Wellness Ltd,3310000.0,ASX 300+,Unclassified
PPG,Pro-Pac Packaging Ltd,3270000.0,ASX 300+,Unclassified
SRN,Surefire Resources NL,3260000.0,ASX 300+,Unclassified
OLI,Oliver's Real Food Ltd,3240000.0,ASX 300+,Unclassified
BBFD,Betashares Geared Short US TR Bond CH Complex ETF,3240000.0,ASX 300+,Unclassified
HMND,Global X Humanoid Robotics ETF,3240000.0,ASX 300+,Unclassified
TD1,Tali Digital Ltd,3220000.0,ASX 300+,Unclassified
WNX,Wellnex Life Ltd,3210000.0,ASX 300+,Unclassified
YOW,Yowie Group Ltd,3210000.0,ASX 300+,Unclassified
UCM,Uscom Ltd,3120000.0,ASX 300+,Unclassified
M2M,MT Malcolm Mines NL,3100000.0,ASX 300+,Unclassified
RDS,Redstone Resources Ltd,3070000.0,ASX 300+,Unclassified
FSCF,First Sentier Active Cash Fund Active ETF,3000000.0,ASX 300+,Unclassified
VTA,Vita Resources NL,2990000.0,ASX 300+,Unclassified
RBR,RBR Group Ltd,2980000.0,ASX 300+,Unclassified
OEQ,Orion Equities Ltd,2970000.0,ASX 300+,Unclassified
CT1,Constellation Technologies Ltd,2950000.0,ASX 300+,Unclassified
KOR,Korab Resources Ltd,2940000.0,ASX 300+,Unclassified
BLZ,BLAZE Minerals Ltd,2930000.0,ASX 300+,Unclassified
OCT,Octava Minerals Ltd,2890000.0,ASX 300+,Unclassified
ID8,Identitii Ltd,2770000.0,ASX 300+,Unclassified
LRD,Lord Resources Ltd,2740000.0,ASX 300+,Unclassified
VHGR,Vaneck Diversified High Growth Active ETF,2740000.0,ASX 300+,Unclassified
IMLC,IML Concentrated Aus Share Fund - Active ETF,2700000.0,ASX 300+,Unclassified
ABE,Australian Bond Exchange Holdings Ltd,2600000.0,ASX 300+,Unclassified
WEL,Winchester Energy Ltd,2570000.0,ASX 300+,Unclassified
OLH,Oldfields Holdings Ltd,2560000.0,ASX 300+,Unclassified
PFM,Platformo Ltd,2470000.0,ASX 300+,Unclassified
SAN,Sagalio Energy Ltd,2460000.0,ASX 300+,Unclassified
PNT,Panther Metals Ltd,2450000.0,ASX 300+,Unclassified
BDCI,Muzinich BDC Income Fund - Active ETF,2340000.0,ASX 300+,Unclassified
PR2,Piche Resources Ltd,2320000.0,ASX 300+,Unclassified
CYQ,CYCLIQ Group Ltd,2300000.0,ASX 300+,Unclassified
OAK,Oakridge International Ltd,2270000.0,ASX 300+,Unclassified
GCR,Golden Cross Resources Ltd,2190000.0,ASX 300+,Unclassified
FUTR,Janus Henderson Global Sustainable EQ Active ETF,2180000.0,ASX 300+,Unclassified
GRPA,Global X S&P Australia Garp ETF,2050000.0,ASX 300+,Unclassified
FHCO,Fidelity Australian High Conviction Active ETF,1990000.0,ASX 300+,Unclassified
DMG,Dragon Mountain Gold Ltd,1970000.0,ASX 300+,Unclassified
TFL,Tasfoods Ltd,1940000.0,ASX 300+,Unclassified
ASAO,ABRDN Sust Asian Opportunities Active ETF,1900000.0,ASX 300+,Unclassified
AYM,Australia United Mining Ltd,1840000.0,ASX 300+,Unclassified
VGRO,Vaneck Diversified Growth Active ETF,1760000.0,ASX 300+,Unclassified
HPC,The Hydration Pharmaceuticals Company Ltd,1720000.0,ASX 300+,Unclassified
MPR,MPR Australia Ltd,1720000.0,ASX 300+,Unclassified
SPHX,Spheria Australian Smaller Companies Active ETF,1580000.0,ASX 300+,Unclassified
ULTB,iShares 20+ Year U.S. Treasury Bond (Hedged) ETF,1570000.0,ASX 300+,Unclassified
RLC,Reedy Lagoon Corporation Ltd,1550000.0,ASX 300+,Unclassified
BUY,Bounty Oil & Gas NL,1460000.0,ASX 300+,Unclassified
QUE,Queste Communications Ltd,1410000.0,ASX 300+,Unclassified
ATM,PT Antam (Persero) TBK,1360000.0,ASX 300+,Unclassified
VBAL,Vaneck Diversified Balanced Active ETF,1240000.0,ASX 300+,Unclassified
WNR,Wingara AG Ltd,1230000.0,ASX 300+,Unclassified
MQXS,Macquarie Global Small Companies Active ETF,1210000.0,ASX 300+,Unclassified
GHRP,Global X S&P World X Australia Garp (Hedged) ETF,1020000.0,ASX 300+,Unclassified
31BB,Betashares 2031 Fixed Term Corp Bond Active ETF,1010000.0,ASX 300+,Unclassified
BMH,Baumart Holdings Ltd,977850.0,ASX 300+,Unclassified
BEL,Bentley Capital Ltd,913540.0,ASX 300+,Unclassified
CHRCB,Charger Metals NL,839180.0,ASX 300+,Unclassified
MSG,MCS Services Ltd,792400.0,ASX 300+,Unclassified
AGGG,iShares Core Global Aggregate Bond (Aud HDG) ETF,790560.0,ASX 300+,Unclassified
VOLT,ETFs Global Lithium Miners ETF,648750.0,ASX 300+,Unclassified
HCF,H&G High Conviction Ltd,582190.0,ASX 300+,Unclassified
MEL,Metgasco Ltd,514390.0,ASX 300+,Unclassified
VRXR,VRX Silica Ltd,467420.0,ASX 300+,Unclassified
MSI,Multistack International Ltd,408910.0,ASX 300+,Unclassified
ICU,Investor Centre Ltd,304510.0,ASX 300+,Unclassified
ROAR,Lion Active ETF,199800.0,ASX 300+,Unclassified
CINPA,Carlton Investments Ltd,190850.0,ASX 300+,Unclassified
SSLPA,Sietel Ltd,75000.0,ASX 300+,Unclassified
BEOR,Beonic Ltd,37670.0,ASX 300+,Unclassified
WHFPA,Whitefield Industrials Ltd,23790.0,ASX 300+,Unclassified
OCC,Orthocell Ltd,206910000.0,ASX 300+,Group 3
CCV,Cash Converters International,206340000.0,ASX 300+,Group 3
CVN,Carnarvon Energy Ltd,205740000.0,ASX 300+,Group 3
EXR,Elixir Energy Ltd,205580000.0,ASX 300+,Group 3
BML,Boab Metals Ltd,205410000.0,ASX 300+,Group 3
MVS,Vaneck Small Companies Masters ETF,203340000.0,ASX 300+,Group 3
CRYP,Betashares CRYPTO Innovators ETF,203040000.0,ASX 300+,Group 3
AVR,Anteris Technologies Global Corp,202450000.0,ASX 300+,Group 3
TTM,Titan Minerals Ltd,201610000.0,ASX 300+,Group 3
BBN,Baby Bunting Group Ltd,201070000.0,ASX 300+,Group 3
TGF,Tribeca Global Natural Resources Ltd,198970000.0,ASX 300+,Group 3
HRN,Horizon Gold Ltd,198690000.0,ASX 300+,Group 3
VTM,Victory Metals Ltd,198670000.0,ASX 300+,Group 3
NVX,Novonix Ltd,198310000.0,ASX 300+,Group 3
WRK,WRKR Ltd,198050000.0,ASX 300+,Group 3
LAU,Lindsay Australia Ltd,197780000.0,ASX 300+,Group 3
ORN,Orion Minerals Ltd,197000000.0,ASX 300+,Group 3
WAR,Wam Strategic Value Ltd,196340000.0,ASX 300+,Group 3
ERM,Emmerson Resources Ltd,196320000.0,ASX 300+,Group 3
SET,Solaris Australian Equity Income Plus Ltd,195930000.0,ASX 300+,Group 3
FDR,Finder Energy Holdings Ltd,195210000.0,ASX 300+,Group 3
GBND,Betashares Global Green Bond Currency Hedged ETF,195090000.0,ASX 300+,Group 3
MYX,Mayne Pharma Group Ltd,194990000.0,ASX 300+,Group 3
BGD,Barton Gold Holdings Ltd,194160000.0,ASX 300+,Group 3
GSUS,Candriam Sustainable GBL Equity Fund - Active ETF,194010000.0,ASX 300+,Group 3
KIT,Kapstream Investment Trust,193730000.0,ASX 300+,Group 3
PEN,Peninsula Energy Ltd,193690000.0,ASX 300+,Group 3
LED,LDR Capital Property Fund,193330000.0,ASX 300+,Group 3
BKY,Berkeley Energia Ltd,191910000.0,ASX 300+,Group 3
WMA,Wam Alternative Assets Ltd,191520000.0,ASX 300+,Group 3
IKE,Ikegps Group Ltd,190230000.0,ASX 300+,Group 3
VFY,Vitrafy Life Sciences Ltd,189790000.0,ASX 300+,Group 3
FRI,Finbar Group Ltd,189130000.0,ASX 300+,Group 3
BANK,Global X Australian Bank Credit ETF,187550000.0,ASX 300+,Group 3
TOR,Torque Metals Ltd,187480000.0,ASX 300+,Group 3
FEMX,Fidelity Global Emerging Markets Active ETF,187470000.0,ASX 300+,Group 3
SS1,Sun Silver Ltd,184010000.0,ASX 300+,Group 3
BBOZ,Betashares Aus Equities Strong Bear Complex ETF,183240000.0,ASX 300+,Group 3
KPG,Kelly Partners Group Holdings Ltd,181100000.0,ASX 300+,Group 3
CEH,Coast Entertainment Holdings Ltd,180680000.0,ASX 300+,Group 3
B1SM,Bell Global Emerging Companies Class A Active ETF,180540000.0,ASX 300+,Group 3
WAT,Waterco Ltd,179770000.0,ASX 300+,Group 3
GRR,Grange Resources Ltd,179390000.0,ASX 300+,Group 3
ELT,Elementos Ltd,179020000.0,ASX 300+,Group 3
CAA,Capral Ltd,178720000.0,ASX 300+,Group 3
JYC,Joyce Corporation Ltd,177710000.0,ASX 300+,Group 3
TSO,Tesoro Gold Ltd,177210000.0,ASX 300+,Group 3
H100,Betashares Ftse 100 Currency Hedged ETF,18900000.0,ASX 300+,Unclassified
ARV,Artemis Resources Ltd,18850000.0,ASX 300+,Unclassified
ERL,Empire Resources Ltd,18780000.0,ASX 300+,Unclassified
GC1,Glennon Small Companies Ltd,18750000.0,ASX 300+,Unclassified
GT1,Green Technology Metals Ltd,18620000.0,ASX 300+,Unclassified
IAM,Income Asset Management Group Ltd,18620000.0,ASX 300+,Unclassified
CLA,Celsius Resources Ltd,18610000.0,ASX 300+,Unclassified
MAG,Magmatic Resources Ltd,18580000.0,ASX 300+,Unclassified
HPR,High Peak Royalties Ltd,18560000.0,ASX 300+,Unclassified
SKN,Skin Elements Ltd,18430000.0,ASX 300+,Unclassified
NIM,Nimy Resources Ltd,18380000.0,ASX 300+,Unclassified
DRIV,Betashares Electric Vehicles and FTR Mobility ETF,18370000.0,ASX 300+,Unclassified
LAT,Latitude 66 Ltd,18290000.0,ASX 300+,Unclassified
SGA,Sarytogan Graphite Ltd,18240000.0,ASX 300+,Unclassified
BSR,Bison Resources Ltd,18160000.0,ASX 300+,Unclassified
J100,Global X Japan TOPIX 100 ETF,18150000.0,ASX 300+,Unclassified
HWK,Hawk Resources Ltd,18110000.0,ASX 300+,Unclassified
KRM,Kingsrose Mining Ltd,18080000.0,ASX 300+,Unclassified
JAV,Javelin Minerals Ltd,18070000.0,ASX 300+,Unclassified
AA2,Ariana Resources Plc,17950000.0,ASX 300+,Unclassified
EMB,Embelton Ltd,17930000.0,ASX 300+,Unclassified
GUL,Gullewa Ltd,17890000.0,ASX 300+,Unclassified
SOR,Strategic Elements Ltd,17850000.0,ASX 300+,Unclassified
GRL,Godolphin Resources Ltd,17800000.0,ASX 300+,Unclassified
OSL,Oncosil Medical Ltd,17760000.0,ASX 300+,Unclassified
HIO,Hawsons Iron Ltd,17730000.0,ASX 300+,Unclassified
SUH,Southern Hemisphere Mining Ltd,17670000.0,ASX 300+,Unclassified
ABX,ABX Group Ltd,17620000.0,ASX 300+,Unclassified
MPX,Mustera Property Group Ltd,17620000.0,ASX 300+,Unclassified
ACU,Acumentis Group Ltd,17610000.0,ASX 300+,Unclassified
CLG,Close the Loop Ltd,17610000.0,ASX 300+,Unclassified
TSL,Titanium Sands Ltd,17590000.0,ASX 300+,Unclassified
HFR,Highfield Resources Ltd,17540000.0,ASX 300+,Unclassified
DWG,Dataworks Group Ltd,17520000.0,ASX 300+,Unclassified
LSR,Lodestar Minerals Ltd,17480000.0,ASX 300+,Unclassified
AVSV,Avantis Global Small Cap Value Active ETF,17450000.0,ASX 300+,Unclassified
PKP,Peak Processing Ltd,17410000.0,ASX 300+,Unclassified
IDA,Indiana Resources Ltd,17390000.0,ASX 300+,Unclassified
MCP,Mcpherson's Ltd,17270000.0,ASX 300+,Unclassified
V5AH,Vanguard S&P 500 US Shares INDEX (Hedged) ETF,17140000.0,ASX 300+,Unclassified
W2V,Way 2 Vat Ltd,17130000.0,ASX 300+,Unclassified
EME,Energy Metals Ltd,16980000.0,ASX 300+,Unclassified
REE,RAREX Ltd,16980000.0,ASX 300+,Unclassified
CF1,Complii Fintech Solutions Ltd,16890000.0,ASX 300+,Unclassified
RWL,Rubicon Water Ltd,16860000.0,ASX 300+,Unclassified
NACGA,Naos Ex-50 Opportunities Company Ltd,16800000.0,ASX 300+,Unclassified
CD2,CD Private Equity Fund Ii,16790000.0,ASX 300+,Unclassified
CXZ,Connexion Mobility Ltd,16730000.0,ASX 300+,Unclassified
SDV,Scidev Ltd,16730000.0,ASX 300+,Unclassified
BUX,Buxton Resources Ltd,16710000.0,ASX 300+,Unclassified
ETPMPD,Global X Metal Securities Australia Ltd,16680000.0,ASX 300+,Unclassified
SPA,Spacetalk Ltd,16590000.0,ASX 300+,Unclassified
BOA,BOA Resources Ltd,16570000.0,ASX 300+,Unclassified
SEQ,Sequoia Financial Group Ltd,16550000.0,ASX 300+,Unclassified
SSH,SSH Group Ltd,16530000.0,ASX 300+,Unclassified
TGH,Terragen Holdings Ltd,16460000.0,ASX 300+,Unclassified
TIA,Tian An Australia Ltd,16460000.0,ASX 300+,Unclassified
XRA,Xenora Minerals Ltd,16440000.0,ASX 300+,Unclassified
EPX,EPX Ltd,16430000.0,ASX 300+,Unclassified
ICR,Intelicare Holdings Ltd,16410000.0,ASX 300+,Unclassified
LMS,Litchfield Minerals Ltd,16380000.0,ASX 300+,Unclassified
FME,Future Metals NL,16290000.0,ASX 300+,Unclassified
BRU,Buru Energy Ltd,16250000.0,ASX 300+,Unclassified
AT1,Atomo Diagnostics Ltd,16240000.0,ASX 300+,Unclassified
GSS,Genetic Signatures Ltd,16130000.0,ASX 300+,Unclassified
RC1,Redcastle Resources Ltd,16080000.0,ASX 300+,Unclassified
TRM,Truscott Mining Corporation Ltd,16030000.0,ASX 300+,Unclassified
SNG,Siren Gold Ltd,15900000.0,ASX 300+,Unclassified
MDI,Middle Island Resources Ltd,15890000.0,ASX 300+,Unclassified
IDT,IDT Australia Ltd,15810000.0,ASX 300+,Unclassified
NTI,Neurotech International Ltd,15810000.0,ASX 300+,Unclassified
ADY,Admiralty Resources NL,15780000.0,ASX 300+,Unclassified
PEC,Perpetual Resources Ltd,15750000.0,ASX 300+,Unclassified
JAT,Jatcorp Ltd,15730000.0,ASX 300+,Unclassified
RMX,Red Mountain Mining Ltd,15660000.0,ASX 300+,Unclassified
MEM,Memphasys Ltd,15660000.0,ASX 300+,Unclassified
SIS,Simble Solutions Ltd,15530000.0,ASX 300+,Unclassified
USHY,Global X Usd High Yield Bond (Currency Hedged) ETF,15510000.0,ASX 300+,Unclassified
GWTH,Vaneck MSCI International Growth ETF,15500000.0,ASX 300+,Unclassified
LPM,Lithium Plus Minerals Ltd,15430000.0,ASX 300+,Unclassified
WIN,WIN Metals Ltd,15430000.0,ASX 300+,Unclassified
MQHG,Macquarie Core Global Equity (Hedged) Active ETF,15430000.0,ASX 300+,Unclassified
MLS,Metals Australia Ltd,15370000.0,ASX 300+,Unclassified
TAR,Taruga Minerals Ltd,15230000.0,ASX 300+,Unclassified
FL1,First Lithium Ltd,15210000.0,ASX 300+,Unclassified
RAP,Raptor Metals Ltd,15160000.0,ASX 300+,Unclassified
BLU,Blue Energy Ltd,15060000.0,ASX 300+,Unclassified
IND,Industrial Minerals Ltd,15050000.0,ASX 300+,Unclassified
KAO,Kaoko Metals Ltd,15030000.0,ASX 300+,Unclassified
FCT,Firstwave Cloud Technology Ltd,14890000.0,ASX 300+,Unclassified
OLL,Openlearning Ltd,14860000.0,ASX 300+,Unclassified
TMX,Terrain Minerals Ltd,14850000.0,ASX 300+,Unclassified
SFY,State Street SPDR S&P/ASX 50 ETF,701980000.0,ASX 300+,Group 2
DPM,DPM Metals Inc,694290000.0,ASX 300+,Group 2
BSUB,Betashares Aus Major Bank Subordinated Debt ETF,694160000.0,ASX 300+,Group 2
BMN,Bannerman Energy Ltd,693830000.0,ASX 300+,Group 2
LRV,Larvotto Resources Ltd,690340000.0,ASX 300+,Group 2
FGG,Future Generation Global Ltd,686780000.0,ASX 300+,Group 2
DUR,Duratec Ltd,681540000.0,ASX 300+,Group 2
MBLPD,Macquarie Bank Ltd,669840000.0,ASX 300+,Group 2
FRS,Forrestania Resources Ltd,667460000.0,ASX 300+,Group 2
KKC,KKR Credit Income Fund,661190000.0,ASX 300+,Group 2
BHYB,Betashares Australian Major Bank Hybrids INDEX ETF,660650000.0,ASX 300+,Group 2
SRV,Servcorp Ltd,656780000.0,ASX 300+,Group 2
YMAX,Betashares Aus Top 20 EQY Yield MAX Complex ETF,653980000.0,ASX 300+,Group 2
WTN,Winton Land Ltd,652550000.0,ASX 300+,Group 2
MBLPC,Macquarie Bank Ltd,646480000.0,ASX 300+,Group 2
TRA,Turners Automotive Group Ltd,645400000.0,ASX 300+,Group 2
EX20,Betashares Australian Ex-20 Portfolio Diversifier ETF,644910000.0,ASX 300+,Group 2
SYI,State Street SPDR MSCI Aus Select High Dividend Yield ETF,643900000.0,ASX 300+,Group 2
GLPR,iShares Ftse GBL Property Ex Aus (Aud Hedged) ETF,642920000.0,ASX 300+,Group 2
MQSD,Macquarie Subordinated Debt Active ETF,641460000.0,ASX 300+,Group 2
WC8,Wildcat Resources Ltd,637700000.0,ASX 300+,Group 2
GXLD,Global X Gold Bullion ETF,637650000.0,ASX 300+,Group 2
